10:10:29 -- explication =>  -- 1010665140
10:16:30 -- explication =>  -- 140
10:16:31 -- explication =>  -- 1011026843
10:16:31 -- explication =>  -- 407
10:16:46 -- explication =>  -- 1011041828
10:16:46 -- explication =>  -- 156
10:16:47 -- explication =>  -- 1011043218
10:16:48 -- explication =>  -- 1011043734
10:16:48 -- explication =>  -- 1011043765
10:16:48 -- explication =>  -- 1011043796
10:16:48 -- explication =>  -- 1011043828
10:16:48 -- explication =>  -- 1011043859
10:16:48 -- explication =>  -- 1011043890
10:16:48 -- explication =>  -- 16
10:17:27 -- explication =>  -- 1011083109
10:17:27 -- explication =>  -- 203
10:17:28 -- explication =>  -- 1011084296
10:17:29 -- explication =>  -- 797
10:17:30 -- explication =>  -- 1011086296
10:17:30 -- explication =>  -- 157
10:17:31 -- explication =>  -- 1011087328
10:17:31 -- explication =>  -- 109
10:17:32 -- explication =>  -- 1011087906
10:17:32 -- explication =>  -- 672
10:17:33 -- explication =>  -- 1011089015
10:17:34 -- explication =>  -- 719
10:17:35 -- explication =>  -- 1011090937
10:17:35 -- explication =>  -- 656
10:17:36 -- explication =>  -- 1011092062
10:17:36 -- explication =>  -- 78
10:17:37 -- explication =>  -- 1011092796
10:17:37 -- explication =>  -- 157
10:17:37 -- explication =>  -- 1011093328
10:17:37 -- explication =>  -- 140
10:17:38 -- explication =>  -- 1011094015
10:17:38 -- explication =>  -- 110
10:17:38 -- explication =>  -- 1011094562
10:17:39 -- explication =>  -- 141
10:17:39 -- explication =>  -- 1011095046
10:17:39 -- explication =>  -- 110
10:17:40 -- explication =>  -- 1011096156
10:17:40 -- explication =>  -- 125
10:17:41 -- explication =>  -- 1011096750
10:17:41 -- explication =>  -- 109
10:17:41 -- explication =>  -- 1011097296
10:17:41 -- explication =>  -- 125
10:17:42 -- explication =>  -- 1011097765
10:17:42 -- explication =>  -- 156
10:17:43 -- explication =>  -- 1011099000
10:17:43 -- explication =>  -- 109
10:17:43 -- explication =>  -- 1011099562
10:17:44 -- explication =>  -- 141
10:17:44 -- explication =>  -- 1011100187
10:17:44 -- explication =>  -- 203
10:17:45 -- explication =>  -- 1011101046
10:17:45 -- explication =>  -- 172
10:17:46 -- explication =>  -- 1011102171
10:17:46 -- explication =>  -- 172
10:17:47 -- explication =>  -- 1011102812
10:17:47 -- explication =>  -- 281
10:17:48 -- explication =>  -- 1011103984
10:17:48 -- explication =>  -- 156
10:17:49 -- explication =>  -- 1011105468
10:17:50 -- explication =>  -- 235
10:17:50 -- explication =>  -- 1011106187
10:17:50 -- explication =>  -- 125
10:17:51 -- explication =>  -- 1011107421
10:17:51 -- explication =>  -- 125
10:17:52 -- explication =>  -- 1011108093
10:17:52 -- explication =>  -- 157
10:17:53 -- explication =>  -- 1011109109
10:17:53 -- explication =>  -- 156
10:20:59 -- explication =>  -- 1011294781
10:20:59 -- explication =>  -- 109
10:21:01 -- explication =>  -- 1011296687
10:21:01 -- explication =>  -- 141
10:21:02 -- explication =>  -- 1011298078
10:21:02 -- explication =>  -- 125
10:21:03 -- explication =>  -- 1011299390
10:21:03 -- explication =>  -- 63
10:21:05 -- explication =>  -- 1011301375
10:21:05 -- explication =>  -- 125
10:27:28 -- explication =>  -- 1011684468
10:39:45 -- explication =>  -- 1012420984
10:42:51 -- explication =>  -- 1012607156
10:42:51 -- explication =>  -- 125
10:42:52 -- explication =>  -- 1012607906
10:42:52 -- explication =>  -- 156
10:43:10 -- explication =>  -- 1012625765
10:43:10 -- explication =>  -- 141
10:43:11 -- explication =>  -- 1012627046
10:43:11 -- explication =>  -- 563
10:43:12 -- explication =>  -- 1012628640
10:43:13 -- explication =>  -- 94
10:43:13 -- explication =>  -- 1012629218
10:43:14 -- explication =>  -- 657
10:43:14 -- explication =>  -- 1012630406
10:43:14 -- explication =>  -- 94
10:43:15 -- explication =>  -- 1012631078
10:43:15 -- explication =>  -- 93
10:43:15 -- explication =>  -- 1012631656
10:43:16 -- explication =>  -- 109
10:43:16 -- explication =>  -- 1012632078
10:43:16 -- explication =>  -- 78
10:43:16 -- explication =>  -- 1012632531
10:43:16 -- explication =>  -- 125
10:43:17 -- explication =>  -- 1012633578
10:43:19 -- explication =>  -- 1012635390
10:43:20 -- explication =>  -- 1012636406
10:43:42 -- explication =>  -- 1012658265
10:43:42 -- explication =>  -- 1012658390
10:43:47 -- explication =>  -- 1012663593
10:43:48 -- explication =>  -- 1012663718
10:43:48 -- explication =>  -- 1012664515
10:43:48 -- explication =>  -- 1012664640
10:43:49 -- explication =>  -- 1012665156
10:43:49 -- explication =>  -- 1012665296
10:43:54 -- explication =>  -- 1012670265
10:43:54 -- explication =>  -- 1012670375
10:43:57 -- explication =>  -- 1012672734
10:43:57 -- explication =>  -- 141
10:43:57 -- explication =>  -- 1012673609
10:43:58 -- explication =>  -- 156
10:43:59 -- explication =>  -- 1012675031
10:43:59 -- explication =>  -- 156
10:47:21 -- explication =>  -- 1012876906
10:47:38 -- explication =>  -- 1012894640
10:47:42 -- explication =>  -- 1012897937
10:49:47 -- explication =>  -- 1013022781
10:49:47 -- explication =>  -- 94
10:49:47 -- explication =>  -- 1013023265
10:49:47 -- explication =>  -- 110
10:49:48 -- explication =>  -- 1013023718
10:49:48 -- explication =>  -- 203
10:49:48 -- explication =>  -- 1013024437
10:49:48 -- explication =>  -- 250
10:49:49 -- explication =>  -- 1013025437
10:49:50 -- explication =>  -- 469
10:49:50 -- explication =>  -- 1013026531
10:49:51 -- explication =>  -- 515
10:49:56 -- explication =>  -- 1013031828
10:49:56 -- explication =>  -- 312
10:49:57 -- explication =>  -- 1013033406
10:49:58 -- explication =>  -- 390
10:49:58 -- explication =>  -- 1013034406
10:49:58 -- explication =>  -- 94
10:49:59 -- explication =>  -- 1013035156
10:49:59 -- explication =>  -- 469
10:50:01 -- explication =>  -- 1013037109
10:50:01 -- explication =>  -- 594
10:50:02 -- explication =>  -- 1013038031
10:50:02 -- explication =>  -- 125
10:50:03 -- explication =>  -- 1013039140
10:50:03 -- explication =>  -- 141
10:50:04 -- explication =>  -- 1013039734
10:50:04 -- explication =>  -- 94
10:50:04 -- explication =>  -- 1013040140
10:50:04 -- explication =>  -- 110
10:50:04 -- explication =>  -- 1013040500
10:50:04 -- explication =>  -- 109
10:50:05 -- explication =>  -- 1013040890
10:50:05 -- explication =>  -- 78
10:50:05 -- explication =>  -- 1013041203
10:50:05 -- explication =>  -- 109
10:50:05 -- explication =>  -- 1013041609
10:50:05 -- explication =>  -- 78
10:50:06 -- explication =>  -- 1013042062
10:50:06 -- explication =>  -- 94
10:50:07 -- explication =>  -- 1013043531
10:50:09 -- explication =>  -- 1013045703
10:50:11 -- explication =>  -- 1013046859
10:50:12 -- explication =>  -- 1013048562
10:50:13 -- explication =>  -- 1013049593
10:50:14 -- explication =>  -- 1013050562
10:50:15 -- explication =>  -- 1013051156
10:50:16 -- explication =>  -- 1013052375
10:50:16 -- explication =>  -- 93
10:50:17 -- explication =>  -- 1013053031
10:50:17 -- explication =>  -- 94
10:50:18 -- explication =>  -- 1013053921
10:50:18 -- explication =>  -- 94
10:50:18 -- explication =>  -- 1013054343
10:50:18 -- explication =>  -- 78
10:50:20 -- explication =>  -- 1013056515
10:50:23 -- explication =>  -- 1013059093
10:50:23 -- explication =>  -- 94
10:52:06 -- explication =>  -- 1013162328
10:56:28 -- explication =>  -- 1013424343
10:56:29 -- explication =>  -- 1013425312
10:56:32 -- explication =>  -- 1013428359
10:58:33 -- explication =>  -- 1013548781
10:58:34 -- explication =>  -- 1013550203
11:02:05 -- explication =>  -- 1013761437
11:02:07 -- explication =>  -- 1013763640
11:02:08 -- explication =>  -- 125
11:02:09 -- explication =>  -- 1013764859
11:02:10 -- explication =>  -- 1013766062
11:02:10 -- explication =>  -- 109
11:02:11 -- explication =>  -- 1013767296
11:02:11 -- explication =>  -- 110
11:02:13 -- explication =>  -- 1013769500
11:02:17 -- explication =>  -- 1013772843
11:02:19 -- explication =>  -- 1013775203
11:02:22 -- explication =>  -- 1013778015
11:02:23 -- explication =>  -- 797
11:02:24 -- explication =>  -- 1013780468
11:02:24 -- explication =>  -- 125
11:02:28 -- explication =>  -- 1013784687
11:02:31 -- explication =>  -- 1013787546
11:02:38 -- explication =>  -- 1013793890
11:02:39 -- explication =>  -- 1013795093
11:02:41 -- explication =>  -- 1013796921
11:02:42 -- explication =>  -- 1013798687
11:02:43 -- explication =>  -- 125
11:02:45 -- explication =>  -- 1013801046
11:02:45 -- explication =>  -- 610
11:02:47 -- explication =>  -- 1013802796
11:02:49 -- explication =>  -- 1013805687
11:02:53 -- explication =>  -- 1013809312
11:02:55 -- explication =>  -- 1013811140
11:02:55 -- explication =>  -- 110
11:19:32 -- explication =>  -- 1014808703
11:19:33 -- explication =>  -- 1014808828
11:19:34 -- explication =>  -- 1014810000
11:19:34 -- explication =>  -- 1014810203
11:19:35 -- explication =>  -- 1014811000
11:19:35 -- explication =>  -- 1014811187
11:19:35 -- explication =>  -- 1014811500
11:19:36 -- explication =>  -- 1014811750
11:19:36 -- explication =>  -- 1014812171
11:19:36 -- explication =>  -- 1014812312
11:19:36 -- explication =>  -- 1014812578
11:19:36 -- explication =>  -- 1014812734
11:19:48 -- explication =>  -- 1014823953
11:19:48 -- explication =>  -- 109
11:19:48 -- explication =>  -- 1014824640
11:19:49 -- explication =>  -- 125
11:19:49 -- explication =>  -- 1014825437
11:19:49 -- explication =>  -- 109
11:19:50 -- explication =>  -- 1014826140
11:19:50 -- explication =>  -- 110
11:19:57 -- explication =>  -- 1014832968
11:19:57 -- explication =>  -- 141
11:19:57 -- explication =>  -- 1014833500
11:19:57 -- explication =>  -- 187
11:19:59 -- explication =>  -- 1014834781
11:19:59 -- explication =>  -- 859
11:20:00 -- explication =>  -- 1014836203
11:20:00 -- explication =>  -- 1014836593
11:20:42 -- explication =>  -- 41532
11:20:42 -- explication =>  -- 1014878656
11:20:43 -- explication =>  -- 125
11:20:43 -- explication =>  -- 1014879046
11:20:43 -- explication =>  -- 141
11:20:43 -- explication =>  -- 1014879546
11:20:44 -- explication =>  -- 329
11:20:44 -- explication =>  -- 1014880375
11:20:44 -- explication =>  -- 140
11:20:44 -- explication =>  -- 1014880718
11:20:45 -- explication =>  -- 422
11:20:45 -- explication =>  -- 1014881609
11:20:45 -- explication =>  -- 109
11:20:46 -- explication =>  -- 1014882031
11:20:46 -- explication =>  -- 109
11:20:47 -- explication =>  -- 1014883109
11:20:47 -- explication =>  -- 109
11:20:47 -- explication =>  -- 1014883484
11:20:47 -- explication =>  -- 109
11:20:48 -- explication =>  -- 1014884171
11:20:48 -- explication =>  -- 110
11:20:48 -- explication =>  -- 1014884421
11:20:48 -- explication =>  -- 110
11:20:49 -- explication =>  -- 1014885046
11:20:49 -- explication =>  -- 110
11:20:49 -- explication =>  -- 1014885218
11:20:49 -- explication =>  -- 110
11:20:50 -- explication =>  -- 1014886234
11:20:50 -- explication =>  -- 250
11:20:51 -- explication =>  -- 1014887312
11:20:51 -- explication =>  -- 109
11:20:52 -- explication =>  -- 1014888171
11:20:52 -- explication =>  -- 141
11:20:53 -- explication =>  -- 1014889671
11:20:54 -- explication =>  -- 219
11:32:30 -- explication =>  -- 1015586484
11:32:30 -- explication =>  -- 94
11:32:31 -- explication =>  -- 1015587328
11:32:31 -- explication =>  -- 125
11:32:32 -- explication =>  -- 1015588250
11:32:32 -- explication =>  -- 93
11:32:33 -- explication =>  -- 1015588953
11:32:33 -- explication =>  -- 93
11:32:34 -- explication =>  -- 1015590171
11:32:34 -- explication =>  -- 125
11:32:34 -- explication =>  -- 1015590734
11:32:35 -- explication =>  -- 109
11:32:35 -- explication =>  -- 1015591640
11:32:36 -- explication =>  -- 375
11:32:37 -- explication =>  -- 1015593687
11:32:38 -- explication =>  -- 297
11:32:39 -- explication =>  -- 1015595406
11:32:39 -- explication =>  -- 172
11:32:40 -- explication =>  -- 1015596296
11:32:40 -- explication =>  -- 94
11:32:41 -- explication =>  -- 1015597359
11:32:41 -- explication =>  -- 109
11:32:42 -- explication =>  -- 1015597937
11:32:42 -- explication =>  -- 109
11:32:42 -- explication =>  -- 1015598625
11:32:42 -- explication =>  -- 109
11:32:43 -- explication =>  -- 1015599156
11:32:43 -- explication =>  -- 94
11:32:44 -- explication =>  -- 1015600343
11:32:44 -- explication =>  -- 94
11:32:45 -- explication =>  -- 1015600937
11:32:45 -- explication =>  -- 109
